file,page,school_group,group_code,requirement,plan,match
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1153,500,选考化学,5001,1153专业组:500(选考化学)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1154,999,不限选考科目,13630,1154专业组:999(不限选考科目)13630
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,41,1155,999,不限选考科目,18000,1155专业组:999(不限选考科目)18000
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,41,1155,500,选考化学,87101,1155专业组:500(选考化学)87101
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1159,999,不限选考科目,6001,1159专业组:999(不限选考科目)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1159,500,选考化学,15002,1159专业组:500(选考化学)15002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1160,999,不限选考科目,11900,1160专业组:999(不限选考科目)11900
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1160,500,选考化学,39601,1160专业组:500(选考化学)39601
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1161,999,不限选考科目,40001,1161专业组:999(不限选考科目)40001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1161,500,选考化学,50002,1161专业组:500(选考化学)50002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1162,999,不限选考科目,14100,1162专业组:999(不限选考科目)14100
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1162,500,选考化学,87101,1162专业组:500(选考化学)87101
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1166,999,不限选考科目,47001,1166专业组:999(不限选考科目)47001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1166,500,选考化学,18801,1166专业组:500(选考化学)18801
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1167,999,不限选考科目,35001,1167专业组:999(不限选考科目)35001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1167,500,选考化学,23000,1167专业组:500(选考化学)23000
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1168,999,不限选考科目,13900,1168专业组:999(不限选考科目)13900
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1168,500,选考化学,28401,1168专业组:500(选考化学)28401
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1168,700,选考思想政治,9021,1168专业组:700(选考思想政治)9021
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1169,999,不限选考科目,21001,1169专业组:999(不限选考科目)21001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1169,500,选考化学,17100,1169专业组:500(选考化学)17100
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,46,1170,500,选考化学,37001,1170专业组:500(选考化学)37001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1171,500,选考化学,35001,1171专业组:500(选考化学)35001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1172,500,选考化学,25100,1172专业组:500(选考化学)25100
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1173,500,选考化学,14600,1173专业组:500(选考化学)14600
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1174,999,不限选考科目,90700,1174专业组:999(不限选考科目)90700
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1174,500,选考化学,12250,1174专业组:500(选考化学)12250
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1175,999,不限选考科目,53900,1175专业组:999(不限选考科目)53900
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1175,500,选考化学,16570,1175专业组:500(选考化学)16570
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1176,999,不限选考科目,83800,1176专业组:999(不限选考科目)83800
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1176,500,选考化学,84001,1176专业组:500(选考化学)84001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1177,999,不限选考科目,13302,1177专业组:999(不限选考科目)13302
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1177,500,选考化学,97103,1177专业组:500(选考化学)97103
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1178,999,不限选考科目,30001,1178专业组:999(不限选考科目)30001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1178,500,选考化学,40002,1178专业组:500(选考化学)40002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1179,999,不限选考科目,51001,1179专业组:999(不限选考科目)51001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1179,500,选考化学,33201,1179专业组:500(选考化学)33201
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1181,999,不限选考科目,50001,1181专业组:999(不限选考科目)50001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1182,999,不限选考科目,25001,1182专业组:999(不限选考科目)25001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,999,不限选考科目,20001,1184专业组:999(不限选考科目)20001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,500,选考化学,10660,1184专业组:500(选考化学)10660
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,600,选考生物学,18301,1184专业组:600(选考生物学)18301
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1189,999,不限选考科目,88500,1189专业组:999(不限选考科目)88500
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1189,500,选考化学,10450,1189专业组:500(选考化学)10450
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,53,1190,999,不限选考科目,82900,1190专业组:999(不限选考科目)82900
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,53,1190,500,选考化学,22450,1190专业组:500(选考化学)22450
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,1191,999,不限选考科目,2001,1191专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2192,999,不限选考科目,67001,2192专业组:999(不限选考科目)67001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2192,500,选考化学,26019,2192专业组:500(选考化学)26019
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2193,500,选考化学,27001,2193专业组:500(选考化学)27001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2194,500,选考化学,7001,2194专业组:500(选考化学)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2195,999,不限选考科目,5001,2195专业组:999(不限选考科目)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2195,500,选考化学,37002,2195专业组:500(选考化学)37002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2196,500,选考化学,5001,2196专业组:500(选考化学)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2197,999,不限选考科目,3001,2197专业组:999(不限选考科目)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2197,500,选考化学,50003,2197专业组:500(选考化学)50003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,56,2198,999,不限选考科目,8001,2198专业组:999(不限选考科目)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,56,2198,500,选考化学,35005,2198专业组:500(选考化学)35005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,999,不限选考科目,14001,2199专业组:999(不限选考科目)14001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,500,选考化学,58003,2199专业组:500(选考化学)58003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,900,选考地理,9014,2199专业组:900(选考地理)9014
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2200,999,不限选考科目,6001,2200专业组:999(不限选考科目)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2200,500,选考化学,89003,2200专业组:500(选考化学)89003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2201,500,选考化学,2001,2201专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2202,999,不限选考科目,10001,2202专业组:999(不限选考科目)10001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2202,500,选考化学,10700,2202专业组:500(选考化学)10700
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2203,999,不限选考科目,5001,2203专业组:999(不限选考科目)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2203,500,选考化学,17003,2203专业组:500(选考化学)17003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2204,999,不限选考科目,7001,2204专业组:999(不限选考科目)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2205,999,不限选考科目,10001,2205专业组:999(不限选考科目)10001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2205,500,选考化学,30003,2205专业组:500(选考化学)30003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2206,500,选考化学,67001,2206专业组:500(选考化学)67001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2207,999,不限选考科目,8001,2207专业组:999(不限选考科目)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2207,500,选考化学,15005,2207专业组:500(选考化学)15005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2208,500,选考化学,60001,2208专业组:500(选考化学)60001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2210,999,不限选考科目,9001,2210专业组:999(不限选考科目)9001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2210,500,选考化学,15006,2210专业组:500(选考化学)15006
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2211,500,选考化学,2001,2211专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2213,500,选考化学,5001,2213专业组:500(选考化学)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2214,999,不限选考科目,1001,2214专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2214,500,选考化学,41612,2214专业组:500(选考化学)41612
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2214,700,选考思想政治,1004,2214专业组:700(选考思想政治)1004
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2215,999,不限选考科目,1001,2215专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2215,500,选考化学,3002,2215专业组:500(选考化学)3002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2216,500,选考化学,15002,2216专业组:500(选考化学)15002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2217,999,不限选考科目,3001,2217专业组:999(不限选考科目)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2217,500,选考化学,6002,2217专业组:500(选考化学)6002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2218,500,选考化学,12001,2218专业组:500(选考化学)12001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2219,999,不限选考科目,6001,2219专业组:999(不限选考科目)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2219,500,选考化学,4003,2219专业组:500(选考化学)4003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2219,900,选考地理,4005,2219专业组:900(选考地理)4005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2221,999,不限选考科目,2001,2221专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2221,500,选考化学,22002,2221专业组:500(选考化学)22002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2222,999,不限选考科目,6001,2222专业组:999(不限选考科目)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2223,999,不限选考科目,2001,2223专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2223,500,选考化学,3002,2223专业组:500(选考化学)3002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2224,500,选考化学,10001,2224专业组:500(选考化学)10001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2225,999,不限选考科目,17001,2225专业组:999(不限选考科目)17001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2225,500,选考化学,23007,2225专业组:500(选考化学)23007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2226,999,不限选考科目,2001,2226专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,62,2226,500,选考化学,4002,2226专业组:500(选考化学)4002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,63,2227,500,选考化学,7001,2227专业组:500(选考化学)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,63,2228,999,不限选考科目,2004,2228专业组:999(不限选考科目)2004
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,63,2228,500,选考化学,17005,2228专业组:500(选考化学)17005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,63,2229,500,选考化学,8001,2229专业组:500(选考化学)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,63,2230,500,选考化学,23001,2230专业组:500(选考化学)23001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2231,500,选考化学,3001,2231专业组:500(选考化学)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2232,999,不限选考科目,5001,2232专业组:999(不限选考科目)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2232,500,选考化学,19005,2232专业组:500(选考化学)19005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2233,500,选考化学,3001,2233专业组:500(选考化学)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2234,999,不限选考科目,9001,2234专业组:999(不限选考科目)9001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2235,999,不限选考科目,4001,2235专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,64,2235,500,选考化学,48003,2235专业组:500(选考化学)48003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,65,2235,516,选考化学且生物学,2018,2235专业组:516(选考化学且生物学)2018
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,65,2236,999,不限选考科目,3001,2236专业组:999(不限选考科目)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,65,2237,500,选考化学,2001,2237专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,65,2238,999,不限选考科目,8001,2238专业组:999(不限选考科目)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,65,2238,500,选考化学,48007,2238专业组:500(选考化学)48007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,66,2239,500,选考化学,13001,2239专业组:500(选考化学)13001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,66,2240,500,选考化学,28007,2240专业组:500(选考化学)28007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2241,999,不限选考科目,1001,2241专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2241,500,选考化学,25002,2241专业组:500(选考化学)25002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2242,999,不限选考科目,5001,2242专业组:999(不限选考科目)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2243,999,不限选考科目,2001,2243专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2245,999,不限选考科目,4001,2245专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2248,500,选考化学,1001,2248专业组:500(选考化学)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,67,2249,500,选考化学,10001,2249专业组:500(选考化学)10001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,68,2250,500,选考化学,6002,2250专业组:500(选考化学)6002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,68,2251,999,不限选考科目,4001,2251专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,68,2252,999,不限选考科目,1001,2252专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,68,2252,500,选考化学,2002,2252专业组:500(选考化学)2002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,68,2253,500,选考化学,73003,2253专业组:500(选考化学)73003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,69,2254,500,选考化学,8001,2254专业组:500(选考化学)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,69,2256,500,选考化学,8001,2256专业组:500(选考化学)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,69,2257,500,选考化学,52001,2257专业组:500(选考化学)52001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,69,2258,500,选考化学,65001,2258专业组:500(选考化学)65001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,70,2259,500,选考化学,13001,2259专业组:500(选考化学)13001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,70,2260,999,不限选考科目,1001,2260专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,70,2260,500,选考化学,9002,2260专业组:500(选考化学)9002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,70,2261,500,选考化学,75002,2261专业组:500(选考化学)75002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,70,2262,500,选考化学,2001,2262专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2263,500,选考化学,2001,2263专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2264,500,选考化学,2001,2264专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2265,500,选考化学,4001,2265专业组:500(选考化学)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2266,500,选考化学,2001,2266专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2267,999,不限选考科目,4001,2267专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2267,500,选考化学,11002,2267专业组:500(选考化学)11002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2268,999,不限选考科目,4002,2268专业组:999(不限选考科目)4002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,71,2269,500,选考化学,21001,2269专业组:500(选考化学)21001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,72,2270,500,选考化学,39001,2270专业组:500(选考化学)39001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,72,2271,999,不限选考科目,9001,2271专业组:999(不限选考科目)9001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,72,2272,500,选考化学,46003,2272专业组:500(选考化学)46003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2273,500,选考化学,12001,2273专业组:500(选考化学)12001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2274,999,不限选考科目,2001,2274专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2274,500,选考化学,9002,2274专业组:500(选考化学)9002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2275,500,选考化学,2001,2275专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2275,900,选考地理,1003,2275专业组:900(选考地理)1003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2279,999,不限选考科目,7001,2279专业组:999(不限选考科目)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,73,2279,500,选考化学,11471,2279专业组:500(选考化学)11471
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2279,600,选考生物学,2010,2279专业组:600(选考生物学)2010
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2279,900,选考地理,2011,2279专业组:900(选考地理)2011
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2280,999,不限选考科目,9001,2280专业组:999(不限选考科目)9001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2280,500,选考化学,15006,2280专业组:500(选考化学)15006
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2281,500,选考化学,14001,2281专业组:500(选考化学)14001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,74,2282,500,选考化学,2001,2282专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2283,999,不限选考科目,15002,2283专业组:999(不限选考科目)15002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2283,500,选考化学,42008,2283专业组:500(选考化学)42008
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2283,700,选考思想政治,2023,2283专业组:700(选考思想政治)2023
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2285,999,不限选考科目,2003,2285专业组:999(不限选考科目)2003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2285,500,选考化学,18004,2285专业组:500(选考化学)18004
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,75,2286,500,选考化学,5001,2286专业组:500(选考化学)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2287,999,不限选考科目,9001,2287专业组:999(不限选考科目)9001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2287,500,选考化学,5005,2287专业组:500(选考化学)5005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2288,999,不限选考科目,3001,2288专业组:999(不限选考科目)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2289,999,不限选考科目,8001,2289专业组:999(不限选考科目)8001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2289,500,选考化学,3007,2289专业组:500(选考化学)3007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2289,700,选考思想政治,1009,2289专业组:700(选考思想政治)1009
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,76,2293,500,选考化学,7001,2293专业组:500(选考化学)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2294,500,选考化学,2001,2294专业组:500(选考化学)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2295,999,不限选考科目,2001,2295专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2295,500,选考化学,21002,2295专业组:500(选考化学)21002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2296,500,选考化学,7001,2296专业组:500(选考化学)7001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2297,999,不限选考科目,1001,2297专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2297,500,选考化学,4002,2297专业组:500(选考化学)4002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,77,2298,500,选考化学,89003,2298专业组:500(选考化学)89003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,78,2299,500,选考化学,6001,2299专业组:500(选考化学)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,78,2300,500,选考化学,16001,2300专业组:500(选考化学)16001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,78,2301,500,选考化学,12001,2301专业组:500(选考化学)12001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,78,2302,999,不限选考科目,13971,2302专业组:999(不限选考科目)13971
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,79,2302,500,选考化学,6016,2302专业组:500(选考化学)6016
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,79,2303,999,不限选考科目,4001,2303专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,79,2304,999,不限选考科目,5003,2304专业组:999(不限选考科目)5003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,79,2304,500,选考化学,36007,2304专业组:500(选考化学)36007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,79,2305,999,不限选考科目,14001,2305专业组:999(不限选考科目)14001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,80,2305,500,选考化学,19007,2305专业组:500(选考化学)19007
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,80,2305,600,选考生物学,3017,2305专业组:600(选考生物学)3017
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,80,2306,999,不限选考科目,30001,2306专业组:999(不限选考科目)30001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,80,2306,500,选考化学,20181,2306专业组:500(选考化学)20181
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,81,2307,500,选考化学,21001,2307专业组:500(选考化学)21001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,81,2308,999,不限选考科目,1001,2308专业组:999(不限选考科目)1001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,81,2310,500,选考化学,3001,2310专业组:500(选考化学)3001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,81,2311,999,不限选考科目,30001,2311专业组:999(不限选考科目)30001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,81,2311,500,选考化学,50011,2311专业组:500(选考化学)50011
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,82,2312,999,不限选考科目,6001,2312专业组:999(不限选考科目)6001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,82,2312,500,选考化学,9003,2312专业组:500(选考化学)9003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,82,2313,999,不限选考科目,12005,2313专业组:999(不限选考科目)12005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,82,2313,500,选考化学,72010,2313专业组:500(选考化学)72010
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,83,2314,500,选考化学,17001,2314专业组:500(选考化学)17001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,83,2315,500,选考化学,5001,2315专业组:500(选考化学)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,83,2316,999,不限选考科目,15001,2316专业组:999(不限选考科目)15001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,83,2317,999,不限选考科目,2001,2317专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,83,2317,500,选考化学,24002,2317专业组:500(选考化学)24002
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2318,999,不限选考科目,2001,2318专业组:999(不限选考科目)2001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2319,500,选考化学,13001,2319专业组:500(选考化学)13001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2320,500,选考化学,16001,2320专业组:500(选考化学)16001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2321,999,不限选考科目,13001,2321专业组:999(不限选考科目)13001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2321,500,选考化学,6005,2321专业组:500(选考化学)6005
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,84,2322,500,选考化学,28001,2322专业组:500(选考化学)28001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,85,2323,999,不限选考科目,4001,2323专业组:999(不限选考科目)4001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,85,2323,500,选考化学,54003,2323专业组:500(选考化学)54003
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,85,2324,500,选考化学,18001,2324专业组:500(选考化学)18001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,85,2325,999,不限选考科目,5001,2325专业组:999(不限选考科目)5001
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,85,2325,500,选考化学,56006,2325专业组:500(选考化学)56006
