file,page,school_group,group_code,requirement,plan,line,clean
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,500,选考化学,60,1009 专业组:500 (选考化学) 60,1009专业组:500(选考化学)60
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,1009 专业组:700 (选考思想政治) 50,1009专业组:700(选考思想政治)50
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,500,选考化学,6,1010 专业组:500 (选考化学) 6,1010专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,700,选考思想政治,3,1010 专业组:700 (选考思想政治) 3,1010专业组:700(选考思想政治)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1011,500,选考化学,31,1011 专业组:500 (选考化学) 31,1011专业组:500(选考化学)31
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,1011 专业组:700 (选考思想政治) 24,1011专业组:700(选考思想政治)24
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1012,500,选考化学,4,1012 专业组:500 (选考化学) 4,1012专业组:500(选考化学)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,500,选考化学,28,1013 专业组:500 (选考化学) 28,1013专业组:500(选考化学)28
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,1013 专业组:700 (选考思想政治) 24,1013专业组:700(选考思想政治)24
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,500,选考化学,2,1014 专业组:500 (选考化学) 2,1014专业组:500(选考化学)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,700,选考思想政治,2,1014 专业组:700 (选考思想政治) 2,1014专业组:700(选考思想政治)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,500,选考化学,31,1015 专业组:500 (选考化学) 31,1015专业组:500(选考化学)31
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,1015 专业组:700 (选考思想政治) 27,1015专业组:700(选考思想政治)27
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,500,选考化学,4,1016 专业组:500 (选考化学) 4,1016专业组:500(选考化学)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,700,选考思想政治,1,1016 专业组:700 (选考思想政治) 1,1016专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1017,700,选考思想政治,1,1017 专业组:700 (选考思想政治) 1,1017专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,500,选考化学,15,1018 专业组:500 (选考化学) 15,1018专业组:500(选考化学)15
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,1018 专业组:700 (选考思想政治) 11,1018专业组:700(选考思想政治)11
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1019,500,选考化学,1,1019 专业组:500 (选考化学) 1,1019专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,500,选考化学,37,1020 专业组:500 (选考化学) 37,1020专业组:500(选考化学)37
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,1020 专业组:700 (选考思想政治) 29,1020专业组:700(选考思想政治)29
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1021,500,选考化学,5,1021 专业组:500 (选考化学) 5,1021专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,500,选考化学,29,1022 专业组:500 (选考化学) 29,1022专业组:500(选考化学)29
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,1022 专业组:700 (选考思想政治) 24,1022专业组:700(选考思想政治)24
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1023,500,选考化学,5,1023 专业组:500 (选考化学) 5,1023专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1024,999,不限选考科目,61,1024 专业组:999 (不限选考科目) 61,1024专业组:999(不限选考科目)61
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1025,999,不限选考科目,2,1025 专业组:999 (不限选考科目) 2,1025专业组:999(不限选考科目)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,500,选考化学,25,1026 专业组:500 (选考化学) 25,1026专业组:500(选考化学)25
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,1026 专业组:700 (选考思想政治) 20,1026专业组:700(选考思想政治)20
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,500,选考化学,2,1027 专业组:500 (选考化学) 2,1027专业组:500(选考化学)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,700,选考思想政治,2,1027 专业组:700 (选考思想政治) 2,1027专业组:700(选考思想政治)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,500,选考化学,22,1028 专业组:500 (选考化学) 22,1028专业组:500(选考化学)22
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,700,选考思想政治,17,1028 专业组:700 (选考思想政治) 17,1028专业组:700(选考思想政治)17
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1029,500,选考化学,1,1029 专业组:500 (选考化学) 1,1029专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1029,700,选考思想政治,1,1029 专业组:700 (选考思想政治) 1,1029专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3041,500,选考化学,5,3041 专业组:500 (选考化学) 5,3041专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3041,700,选考思想政治,1,3041 专业组:700 (选考思想政治) 1,3041专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3042,500,选考化学,1,3042 专业组:500 (选考化学) 1,3042专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3496,700,选考思想政治,4,3496 专业组:700 (选考思想政治) 4,3496专业组:700(选考思想政治)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3515,700,选考思想政治,1,3515 专业组:700 (选考思想政治) 1,3515专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,3595,700,选考思想政治,1,3595 专业组:700 (选考思想政治) 1,3595专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,6,3622,500,选考化学,6,3622 专业组:500 (选考化学) 6,3622专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,6,3622,700,选考思想政治,6,3622 专业组:700 (选考思想政治) 6,3622专业组:700(选考思想政治)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,6,3623,500,选考化学,1,3623 专业组:500 (选考化学) 1,3623专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,6,3671,500,选考化学,15,3671 专业组:500 (选考化学) 15,3671专业组:500(选考化学)15
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,7,3671,700,选考思想政治,6,3671 专业组:700 (选考思想政治) 6,3671专业组:700(选考思想政治)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,7,3672,500,选考化学,2,3672 专业组:500 (选考化学) 2,3672专业组:500(选考化学)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,7,3672,700,选考思想政治,1,3672 专业组:700 (选考思想政治) 1,3672专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,7,3674,500,选考化学,10,3674 专业组:500 (选考化学) 10,3674专业组:500(选考化学)10
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3674,700,选考思想政治,3,3674 专业组:700 (选考思想政治) 3,3674专业组:700(选考思想政治)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3675,500,选考化学,1,3675 专业组:500 (选考化学) 1,3675专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3675,700,选考思想政治,1,3675 专业组:700 (选考思想政治) 1,3675专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3683,500,选考化学,11,3683 专业组:500 (选考化学) 11,3683专业组:500(选考化学)11
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3684,500,选考化学,1,3684 专业组:500 (选考化学) 1,3684专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3696,700,选考思想政治,1,3696 专业组:700 (选考思想政治) 1,3696专业组:700(选考思想政治)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,8,3716,999,不限选考科目,20,3716 专业组:999 (不限选考科目) 20,3716专业组:999(不限选考科目)20
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,9,3716,700,选考思想政治,5,3716 专业组:700 (选考思想政治) 5,3716专业组:700(选考思想政治)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,9,2587,999,不限选考科目,5,2587 专业组:999 (不限选考科目) 5,2587专业组:999(不限选考科目)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,9,2587,500,选考化学,42,2587 专业组:500 (选考化学) 42,2587专业组:500(选考化学)42
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,10,2588,500,选考化学,3,2588 专业组:500 (选考化学) 3,2588专业组:500(选考化学)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,10,2624,500,选考化学,22,2624 专业组:500 (选考化学) 22,2624专业组:500(选考化学)22
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,11,2625,500,选考化学,22,2625 专业组:500 (选考化学) 22,2625专业组:500(选考化学)22
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,11,2626,500,选考化学,1,2626 专业组:500 (选考化学) 1,2626专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,12,2627,500,选考化学,1,2627 专业组:500 (选考化学) 1,2627专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,12,2836,500,选考化学,14,2836 专业组:500 (选考化学) 14,2836专业组:500(选考化学)14
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,12,2921,500,选考化学,7,2921 专业组:500 (选考化学) 7,2921专业组:500(选考化学)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,12,2922,500,选考化学,3,2922 专业组:500 (选考化学) 3,2922专业组:500(选考化学)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,12,2925,500,选考化学,19,2925 专业组:500 (选考化学) 19,2925专业组:500(选考化学)19
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2926,500,选考化学,1,2926 专业组:500 (选考化学) 1,2926专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2927,500,选考化学,9,2927 专业组:500 (选考化学) 9,2927专业组:500(选考化学)9
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2928,500,选考化学,1,2928 专业组:500 (选考化学) 1,2928专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2929,500,选考化学,12,2929 专业组:500 (选考化学) 12,2929专业组:500(选考化学)12
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2953,999,不限选考科目,7,2953 专业组:999 (不限选考科目) 7,2953专业组:999(不限选考科目)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,13,2953,500,选考化学,3,2953 专业组:500 (选考化学) 3,2953专业组:500(选考化学)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,14,2954,999,不限选考科目,1,2954 专业组:999 (不限选考科目) 1,2954专业组:999(不限选考科目)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,14,2982,999,不限选考科目,17,2982 专业组:999 (不限选考科目) 17,2982专业组:999(不限选考科目)17
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,14,2982,500,选考化学,7,2982 专业组:500 (选考化学) 7,2982专业组:500(选考化学)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,14,2983,999,不限选考科目,15,2983 专业组:999 (不限选考科目) 15,2983专业组:999(不限选考科目)15
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,15,2983,500,选考化学,5,2983 专业组:500 (选考化学) 5,2983专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,15,2984,999,不限选考科目,14,2984 专业组:999 (不限选考科目) 14,2984专业组:999(不限选考科目)14
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,15,2984,500,选考化学,24,2984 专业组:500 (选考化学) 24,2984专业组:500(选考化学)24
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,16,2985,999,不限选考科目,2,2985 专业组:999 (不限选考科目) 2,2985专业组:999(不限选考科目)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,16,2986,999,不限选考科目,2,2986 专业组:999 (不限选考科目) 2,2986专业组:999(不限选考科目)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,16,2986,500,选考化学,5,2986 专业组:500 (选考化学) 5,2986专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,16,2987,500,选考化学,10,2987 专业组:500 (选考化学) 10,2987专业组:500(选考化学)10
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,17,2988,500,选考化学,2,2988 专业组:500 (选考化学) 2,2988专业组:500(选考化学)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,17,3362,500,选考化学,36,3362 专业组:500 (选考化学) 36,3362专业组:500(选考化学)36
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,18,3363,500,选考化学,6,3363 专业组:500 (选考化学) 6,3363专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,18,3413,999,不限选考科目,20,3413 专业组:999 (不限选考科目) 20,3413专业组:999(不限选考科目)20
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,18,3413,500,选考化学,15,3413 专业组:500 (选考化学) 15,3413专业组:500(选考化学)15
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,3414,999,不限选考科目,1,3414 专业组:999 (不限选考科目) 1,3414专业组:999(不限选考科目)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,3414,500,选考化学,1,3414 专业组:500 (选考化学) 1,3414专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,3415,999,不限选考科目,27,3415 专业组:999 (不限选考科目) 27,3415专业组:999(不限选考科目)27
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,3415,500,选考化学,5,3415 专业组:500 (选考化学) 5,3415专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,1112,500,选考化学,104,1112 专业组:500 (选考化学) 104,1112专业组:500(选考化学)104
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,19,1115,500,选考化学,78,1115 专业组:500 (选考化学) 78,1115专业组:500(选考化学)78
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,20,1148,500,选考化学,66,1148 专业组:500 (选考化学) 66,1148专业组:500(选考化学)66
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,20,2228,500,选考化学,12,2228 专业组:500 (选考化学) 12,2228专业组:500(选考化学)12
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,20,2388,500,选考化学,9,2388 专业组:500 (选考化学) 9,2388专业组:500(选考化学)9
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,20,2412,500,选考化学,13,2412 专业组:500 (选考化学) 13,2412专业组:500(选考化学)13
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,21,2414,500,选考化学,10,2414 专业组:500 (选考化学) 10,2414专业组:500(选考化学)10
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,21,2528,500,选考化学,11,2528 专业组:500 (选考化学) 11,2528专业组:500(选考化学)11
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,21,2635,500,选考化学,5,2635 专业组:500 (选考化学) 5,2635专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,21,3086,500,选考化学,12,3086 专业组:500 (选考化学) 12,3086专业组:500(选考化学)12
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,21,3149,500,选考化学,6,3149 专业组:500 (选考化学) 6,3149专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,22,3198,500,选考化学,30,3198 专业组:500 (选考化学) 30,3198专业组:500(选考化学)30
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,22,3396,500,选考化学,10,3396 专业组:500 (选考化学) 10,3396专业组:500(选考化学)10
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,22,3538,500,选考化学,6,3538 专业组:500 (选考化学) 6,3538专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,22,3593,500,选考化学,6,3593 专业组:500 (选考化学) 6,3593专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1002,999,不限选考科目,77,1002 专业组:999 (不限选考科目) 77,1002专业组:999(不限选考科目)77
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1002,500,选考化学,107,1002 专业组:500 (选考化学) 107,1002专业组:500(选考化学)107
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1003,999,不限选考科目,30,1003 专业组:999 (不限选考科目) 30,1003专业组:999(不限选考科目)30
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1059,999,不限选考科目,349,1059 专业组:999 (不限选考科目) 349,1059专业组:999(不限选考科目)349
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1059,500,选考化学,295,1059 专业组:500 (选考化学) 295,1059专业组:500(选考化学)295
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1059,516,选考化学且生物学,69,1059 专业组:516 (选考化学且生物学) 69,1059专业组:516(选考化学且生物学)69
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1059,700,选考思想政治,24,1059 专业组:700 (选考思想政治) 24,1059专业组:700(选考思想政治)24
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1059,900,选考地理,52,1059 专业组:900 (选考地理) 52,1059专业组:900(选考地理)52
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,23,1060,999,不限选考科目,2,1060 专业组:999 (不限选考科目) 2,1060专业组:999(不限选考科目)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1060,500,选考化学,4,1060 专业组:500 (选考化学) 4,1060专业组:500(选考化学)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1061,999,不限选考科目,4,1061 专业组:999 (不限选考科目) 4,1061专业组:999(不限选考科目)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1061,500,选考化学,8,1061 专业组:500 (选考化学) 8,1061专业组:500(选考化学)8
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1062,999,不限选考科目,3,1062 专业组:999 (不限选考科目) 3,1062专业组:999(不限选考科目)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1062,500,选考化学,6,1062 专业组:500 (选考化学) 6,1062专业组:500(选考化学)6
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1063,999,不限选考科目,3,1063 专业组:999 (不限选考科目) 3,1063专业组:999(不限选考科目)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1063,500,选考化学,5,1063 专业组:500 (选考化学) 5,1063专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1064,999,不限选考科目,1,1064 专业组:999 (不限选考科目) 1,1064专业组:999(不限选考科目)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1064,500,选考化学,1,1064 专业组:500 (选考化学) 1,1064专业组:500(选考化学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1065,999,不限选考科目,3,1065 专业组:999 (不限选考科目) 3,1065专业组:999(不限选考科目)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1065,500,选考化学,5,1065 专业组:500 (选考化学) 5,1065专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1066,999,不限选考科目,3,1066 专业组:999 (不限选考科目) 3,1066专业组:999(不限选考科目)3
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,24,1066,500,选考化学,5,1066 专业组:500 (选考化学) 5,1066专业组:500(选考化学)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1067,999,不限选考科目,1,1067 专业组:999 (不限选考科目) 1,1067专业组:999(不限选考科目)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1067,500,选考化学,2,1067 专业组:500 (选考化学) 2,1067专业组:500(选考化学)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1068,999,不限选考科目,2,1068 专业组:999 (不限选考科目) 2,1068专业组:999(不限选考科目)2
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1068,500,选考化学,4,1068 专业组:500 (选考化学) 4,1068专业组:500(选考化学)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1069,500,选考化学,4,1069 专业组:500 (选考化学) 4,1069专业组:500(选考化学)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1069,516,选考化学且生物学,1,1069 专业组:516 (选考化学且生物学) 1,1069专业组:516(选考化学且生物学)1
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1071,999,不限选考科目,25,1071 专业组:999 (不限选考科目) 25,1071专业组:999(不限选考科目)25
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1111,999,不限选考科目,103,1111 专业组:999 (不限选考科目) 103,1111专业组:999(不限选考科目)103
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1111,500,选考化学,95,1111 专业组:500 (选考化学) 95,1111专业组:500(选考化学)95
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1113,999,不限选考科目,28,1113 专业组:999 (不限选考科目) 28,1113专业组:999(不限选考科目)28
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,25,1113,500,选考化学,25,1113 专业组:500 (选考化学) 25,1113专业组:500(选考化学)25
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1119,999,不限选考科目,58,1119 专业组:999 (不限选考科目) 58,1119专业组:999(不限选考科目)58
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1119,500,选考化学,104,1119 专业组:500 (选考化学) 104,1119专业组:500(选考化学)104
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1120,999,不限选考科目,29,1120 专业组:999 (不限选考科目) 29,1120专业组:999(不限选考科目)29
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1120,500,选考化学,67,1120 专业组:500 (选考化学) 67,1120专业组:500(选考化学)67
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1128,999,不限选考科目,316,1128 专业组:999 (不限选考科目) 316,1128专业组:999(不限选考科目)316
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1128,500,选考化学,328,1128 专业组:500 (选考化学) 328,1128专业组:500(选考化学)328
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1128,700,选考思想政治,29,1128 专业组:700 (选考思想政治) 29,1128专业组:700(选考思想政治)29
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1128,900,选考地理,25,1128 专业组:900 (选考地理) 25,1128专业组:900(选考地理)25
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,26,1134,999,不限选考科目,48,1134 专业组:999 (不限选考科目) 48,1134专业组:999(不限选考科目)48
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1134,500,选考化学,147,1134 专业组:500 (选考化学) 147,1134专业组:500(选考化学)147
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1134,700,选考思想政治,7,1134 专业组:700 (选考思想政治) 7,1134专业组:700(选考思想政治)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1135,999,不限选考科目,27,1135 专业组:999 (不限选考科目) 27,1135专业组:999(不限选考科目)27
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1135,500,选考化学,87,1135 专业组:500 (选考化学) 87,1135专业组:500(选考化学)87
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1135,700,选考思想政治,4,1135 专业组:700 (选考思想政治) 4,1135专业组:700(选考思想政治)4
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1137,999,不限选考科目,80,1137 专业组:999 (不限选考科目) 80,1137专业组:999(不限选考科目)80
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1137,500,选考化学,70,1137 专业组:500 (选考化学) 70,1137专业组:500(选考化学)70
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1143,999,不限选考科目,30,1143 专业组:999 (不限选考科目) 30,1143专业组:999(不限选考科目)30
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1143,500,选考化学,20,1143 专业组:500 (选考化学) 20,1143专业组:500(选考化学)20
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,27,1147,999,不限选考科目,32,1147 专业组:999 (不限选考科目) 32,1147专业组:999(不限选考科目)32
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1147,500,选考化学,56,1147 专业组:500 (选考化学) 56,1147专业组:500(选考化学)56
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1147,516,选考化学且生物学,15,1147 专业组:516 (选考化学且生物学) 15,1147专业组:516(选考化学且生物学)15
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1147,900,选考地理,13,1147 专业组:900 (选考地理) 13,1147专业组:900(选考地理)13
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1149,999,不限选考科目,5,1149 专业组:999 (不限选考科目) 5,1149专业组:999(不限选考科目)5
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1149,500,选考化学,44,1149 专业组:500 (选考化学) 44,1149专业组:500(选考化学)44
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1149,516,选考化学且生物学,7,1149 专业组:516 (选考化学且生物学) 7,1149专业组:516(选考化学且生物学)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1149,900,选考地理,7,1149 专业组:900 (选考地理) 7,1149专业组:900(选考地理)7
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1155,999,不限选考科目,26,1155 专业组:999 (不限选考科目) 26,1155专业组:999(不限选考科目)26
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,28,1155,500,选考化学,82,1155 专业组:500 (选考化学) 82,1155专业组:500(选考化学)82
