file,page,school_group,group_code,requirement,plan,line,clean
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,18,1093,900,选考地理,13,1093 专业组:900 (选考地理) 13,1093专业组:900(选考地理)13
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,18,1094,500,选考化学,126,1094 专业组:500 (选考化学) 126,1094专业组:500(选考化学)126
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,18,1095,500,选考化学,100,1095 专业组:500 (选考化学) 100,1095专业组:500(选考化学)100
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,18,1096,500,选考化学,65,1096 专业组:500 (选考化学) 65,1096专业组:500(选考化学)65
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1098,999,不限选考科目,100,1098 专业组:999 (不限选考科目) 100,1098专业组:999(不限选考科目)100
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1098,500,选考化学,185,1098 专业组:500 (选考化学) 185,1098专业组:500(选考化学)185
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1099,500,选考化学,216,1099 专业组:500 (选考化学) 216,1099专业组:500(选考化学)216
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1100,999,不限选考科目,300,1100 专业组:999 (不限选考科目) 300,1100专业组:999(不限选考科目)300
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1100,500,选考化学,1349,1100 专业组:500 (选考化学) 1349,1100专业组:500(选考化学)1349
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,19,1101,999,不限选考科目,1151,1101 专业组:999 (不限选考科目) 1151,1101专业组:999(不限选考科目)1151
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,20,1101,500,选考化学,1274,1101 专业组:500 (选考化学) 1274,1101专业组:500(选考化学)1274
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,20,1102,999,不限选考科目,572,1102 专业组:999 (不限选考科目) 572,1102专业组:999(不限选考科目)572
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,20,1102,500,选考化学,2544,1102 专业组:500 (选考化学) 2544,1102专业组:500(选考化学)2544
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,21,1103,999,不限选考科目,1661,1103 专业组:999 (不限选考科目) 1661,1103专业组:999(不限选考科目)1661
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,22,1103,500,选考化学,640,1103 专业组:500 (选考化学) 640,1103专业组:500(选考化学)640
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,22,1105,999,不限选考科目,227,1105 专业组:999 (不限选考科目) 227,1105专业组:999(不限选考科目)227
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,23,1105,500,选考化学,666,1105 专业组:500 (选考化学) 666,1105专业组:500(选考化学)666
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,23,1106,500,选考化学,34,1106 专业组:500 (选考化学) 34,1106专业组:500(选考化学)34
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,24,1107,999,不限选考科目,48,1107 专业组:999 (不限选考科目) 48,1107专业组:999(不限选考科目)48
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,24,1107,500,选考化学,89,1107 专业组:500 (选考化学) 89,1107专业组:500(选考化学)89
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,25,1108,999,不限选考科目,12,1108 专业组:999 (不限选考科目) 12,1108专业组:999(不限选考科目)12
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,25,1109,999,不限选考科目,32,1109 专业组:999 (不限选考科目) 32,1109专业组:999(不限选考科目)32
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,25,1109,500,选考化学,68,1109 专业组:500 (选考化学) 68,1109专业组:500(选考化学)68
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,26,1110,999,不限选考科目,8,1110 专业组:999 (不限选考科目) 8,1110专业组:999(不限选考科目)8
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,26,1111,999,不限选考科目,306,1111 专业组:999 (不限选考科目) 306,1111专业组:999(不限选考科目)306
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,26,1111,500,选考化学,1452,1111 专业组:500 (选考化学) 1452,1111专业组:500(选考化学)1452
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,27,1111,516,选考化学且生物学,41,1111 专业组:516 (选考化学且生物学) 41,1111专业组:516(选考化学且生物学)41
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,27,1111,900,选考地理,24,1111 专业组:900 (选考地理) 24,1111专业组:900(选考地理)24
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,27,1113,999,不限选考科目,35,1113 专业组:999 (不限选考科目) 35,1113专业组:999(不限选考科目)35
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,27,1113,500,选考化学,102,1113 专业组:500 (选考化学) 102,1113专业组:500(选考化学)102
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,28,1113,516,选考化学且生物学,12,1113 专业组:516 (选考化学且生物学) 12,1113专业组:516(选考化学且生物学)12
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,28,1113,900,选考地理,5,1113 专业组:900 (选考地理) 5,1113专业组:900(选考地理)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,28,1114,999,不限选考科目,327,1114 专业组:999 (不限选考科目) 327,1114专业组:999(不限选考科目)327
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,28,1114,500,选考化学,1253,1114 专业组:500 (选考化学) 1253,1114专业组:500(选考化学)1253
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,28,1116,999,不限选考科目,270,1116 专业组:999 (不限选考科目) 270,1116专业组:999(不限选考科目)270
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,29,1119,999,不限选考科目,183,1119 专业组:999 (不限选考科目) 183,1119专业组:999(不限选考科目)183
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,29,1119,500,选考化学,1019,1119 专业组:500 (选考化学) 1019,1119专业组:500(选考化学)1019
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,29,1120,999,不限选考科目,118,1120 专业组:999 (不限选考科目) 118,1120专业组:999(不限选考科目)118
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,30,1120,500,选考化学,534,1120 专业组:500 (选考化学) 534,1120专业组:500(选考化学)534
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,30,1121,999,不限选考科目,210,1121 专业组:999 (不限选考科目) 210,1121专业组:999(不限选考科目)210
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,30,1121,500,选考化学,667,1121 专业组:500 (选考化学) 667,1121专业组:500(选考化学)667
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1121,900,选考地理,27,1121 专业组:900 (选考地理) 27,1121专业组:900(选考地理)27
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1122,999,不限选考科目,57,1122 专业组:999 (不限选考科目) 57,1122专业组:999(不限选考科目)57
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1122,500,选考化学,203,1122 专业组:500 (选考化学) 203,1122专业组:500(选考化学)203
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1122,900,选考地理,10,1122 专业组:900 (选考地理) 10,1122专业组:900(选考地理)10
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1123,999,不限选考科目,80,1123 专业组:999 (不限选考科目) 80,1123专业组:999(不限选考科目)80
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,31,1124,999,不限选考科目,80,1124 专业组:999 (不限选考科目) 80,1124专业组:999(不限选考科目)80
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,32,1125,999,不限选考科目,70,1125 专业组:999 (不限选考科目) 70,1125专业组:999(不限选考科目)70
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,32,1125,500,选考化学,120,1125 专业组:500 (选考化学) 120,1125专业组:500(选考化学)120
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,32,1126,999,不限选考科目,246,1126 专业组:999 (不限选考科目) 246,1126专业组:999(不限选考科目)246
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,32,1126,500,选考化学,1156,1126 专业组:500 (选考化学) 1156,1126专业组:500(选考化学)1156
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,32,1127,999,不限选考科目,1248,1127 专业组:999 (不限选考科目) 1248,1127专业组:999(不限选考科目)1248
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,33,1127,500,选考化学,1953,1127 专业组:500 (选考化学) 1953,1127专业组:500(选考化学)1953
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,33,1128,999,不限选考科目,442,1128 专业组:999 (不限选考科目) 442,1128专业组:999(不限选考科目)442
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1128,500,选考化学,687,1128 专业组:500 (选考化学) 687,1128专业组:500(选考化学)687
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1128,600,选考生物学,41,1128 专业组:600 (选考生物学) 41,1128专业组:600(选考生物学)41
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1129,999,不限选考科目,150,1129 专业组:999 (不限选考科目) 150,1129专业组:999(不限选考科目)150
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1130,999,不限选考科目,21,1130 专业组:999 (不限选考科目) 21,1130专业组:999(不限选考科目)21
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1130,500,选考化学,23,1130 专业组:500 (选考化学) 23,1130专业组:500(选考化学)23
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,34,1131,999,不限选考科目,24,1131 专业组:999 (不限选考科目) 24,1131专业组:999(不限选考科目)24
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1132,999,不限选考科目,17,1132 专业组:999 (不限选考科目) 17,1132专业组:999(不限选考科目)17
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1132,500,选考化学,16,1132 专业组:500 (选考化学) 16,1132专业组:500(选考化学)16
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1134,999,不限选考科目,66,1134 专业组:999 (不限选考科目) 66,1134专业组:999(不限选考科目)66
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1134,500,选考化学,491,1134 专业组:500 (选考化学) 491,1134专业组:500(选考化学)491
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1134,600,选考生物学,57,1134 专业组:600 (选考生物学) 57,1134专业组:600(选考生物学)57
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,35,1135,999,不限选考科目,33,1135 专业组:999 (不限选考科目) 33,1135专业组:999(不限选考科目)33
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,36,1135,500,选考化学,285,1135 专业组:500 (选考化学) 285,1135专业组:500(选考化学)285
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,36,1135,600,选考生物学,33,1135 专业组:600 (选考生物学) 33,1135专业组:600(选考生物学)33
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,36,1136,999,不限选考科目,30,1136 专业组:999 (不限选考科目) 30,1136专业组:999(不限选考科目)30
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,36,1136,500,选考化学,300,1136 专业组:500 (选考化学) 300,1136专业组:500(选考化学)300
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,36,1137,999,不限选考科目,257,1137 专业组:999 (不限选考科目) 257,1137专业组:999(不限选考科目)257
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,37,1137,500,选考化学,1020,1137 专业组:500 (选考化学) 1020,1137专业组:500(选考化学)1020
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,37,1137,600,选考生物学,179,1137 专业组:600 (选考生物学) 179,1137专业组:600(选考生物学)179
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,37,1142,500,选考化学,253,1142 专业组:500 (选考化学) 253,1142专业组:500(选考化学)253
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,37,1143,999,不限选考科目,118,1143 专业组:999 (不限选考科目) 118,1143专业组:999(不限选考科目)118
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,37,1143,500,选考化学,336,1143 专业组:500 (选考化学) 336,1143专业组:500(选考化学)336
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,38,1143,600,选考生物学,55,1143 专业组:600 (选考生物学) 55,1143专业组:600(选考生物学)55
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,38,1144,500,选考化学,90,1144 专业组:500 (选考化学) 90,1144专业组:500(选考化学)90
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,38,1145,600,选考生物学,30,1145 专业组:600 (选考生物学) 30,1145专业组:600(选考生物学)30
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,38,1146,999,不限选考科目,52,1146 专业组:999 (不限选考科目) 52,1146专业组:999(不限选考科目)52
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,38,1147,999,不限选考科目,119,1147 专业组:999 (不限选考科目) 119,1147专业组:999(不限选考科目)119
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1147,500,选考化学,247,1147 专业组:500 (选考化学) 247,1147专业组:500(选考化学)247
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1147,900,选考地理,16,1147 专业组:900 (选考地理) 16,1147专业组:900(选考地理)16
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1149,999,不限选考科目,29,1149 专业组:999 (不限选考科目) 29,1149专业组:999(不限选考科目)29
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1149,500,选考化学,120,1149 专业组:500 (选考化学) 120,1149专业组:500(选考化学)120
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1149,900,选考地理,9,1149 专业组:900 (选考地理) 9,1149专业组:900(选考地理)9
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1150,999,不限选考科目,120,1150 专业组:999 (不限选考科目) 120,1150专业组:999(不限选考科目)120
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,39,1150,500,选考化学,110,1150 专业组:500 (选考化学) 110,1150专业组:500(选考化学)110
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1151,500,选考化学,67,1151 专业组:500 (选考化学) 67,1151专业组:500(选考化学)67
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1152,999,不限选考科目,271,1152 专业组:999 (不限选考科目) 271,1152专业组:999(不限选考科目)271
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1152,500,选考化学,1821,1152 专业组:500 (选考化学) 1821,1152专业组:500(选考化学)1821
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1153,500,选考化学,5,1153 专业组:500 (选考化学) 5,1153专业组:500(选考化学)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,40,1154,999,不限选考科目,1363,1154 专业组:999 (不限选考科目) 1363,1154专业组:999(不限选考科目)1363
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,41,1155,999,不限选考科目,180,1155 专业组:999 (不限选考科目) 180,1155专业组:999(不限选考科目)180
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,41,1155,500,选考化学,871,1155 专业组:500 (选考化学) 871,1155专业组:500(选考化学)871
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1159,999,不限选考科目,6,1159 专业组:999 (不限选考科目) 6,1159专业组:999(不限选考科目)6
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1159,500,选考化学,15,1159 专业组:500 (选考化学) 15,1159专业组:500(选考化学)15
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1160,999,不限选考科目,119,1160 专业组:999 (不限选考科目) 119,1160专业组:999(不限选考科目)119
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1160,500,选考化学,396,1160 专业组:500 (选考化学) 396,1160专业组:500(选考化学)396
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1161,999,不限选考科目,40,1161 专业组:999 (不限选考科目) 40,1161专业组:999(不限选考科目)40
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1161,500,选考化学,50,1161 专业组:500 (选考化学) 50,1161专业组:500(选考化学)50
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,42,1162,999,不限选考科目,141,1162 专业组:999 (不限选考科目) 141,1162专业组:999(不限选考科目)141
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1162,500,选考化学,871,1162 专业组:500 (选考化学) 871,1162专业组:500(选考化学)871
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1166,999,不限选考科目,47,1166 专业组:999 (不限选考科目) 47,1166专业组:999(不限选考科目)47
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,43,1166,500,选考化学,188,1166 专业组:500 (选考化学) 188,1166专业组:500(选考化学)188
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1167,999,不限选考科目,35,1167 专业组:999 (不限选考科目) 35,1167专业组:999(不限选考科目)35
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1167,500,选考化学,230,1167 专业组:500 (选考化学) 230,1167专业组:500(选考化学)230
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1168,999,不限选考科目,139,1168 专业组:999 (不限选考科目) 139,1168专业组:999(不限选考科目)139
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,44,1168,500,选考化学,284,1168 专业组:500 (选考化学) 284,1168专业组:500(选考化学)284
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1168,700,选考思想政治,9,1168 专业组:700 (选考思想政治) 9,1168专业组:700(选考思想政治)9
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1169,999,不限选考科目,21,1169 专业组:999 (不限选考科目) 21,1169专业组:999(不限选考科目)21
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,45,1169,500,选考化学,171,1169 专业组:500 (选考化学) 171,1169专业组:500(选考化学)171
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,46,1170,500,选考化学,37,1170 专业组:500 (选考化学) 37,1170专业组:500(选考化学)37
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1171,500,选考化学,35,1171 专业组:500 (选考化学) 35,1171专业组:500(选考化学)35
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1172,500,选考化学,251,1172 专业组:500 (选考化学) 251,1172专业组:500(选考化学)251
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1173,500,选考化学,146,1173 专业组:500 (选考化学) 146,1173专业组:500(选考化学)146
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,47,1174,999,不限选考科目,907,1174 专业组:999 (不限选考科目) 907,1174专业组:999(不限选考科目)907
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1174,500,选考化学,1225,1174 专业组:500 (选考化学) 1225,1174专业组:500(选考化学)1225
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1175,999,不限选考科目,539,1175 专业组:999 (不限选考科目) 539,1175专业组:999(不限选考科目)539
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,48,1175,500,选考化学,1657,1175 专业组:500 (选考化学) 1657,1175专业组:500(选考化学)1657
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1176,999,不限选考科目,838,1176 专业组:999 (不限选考科目) 838,1176专业组:999(不限选考科目)838
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1176,500,选考化学,840,1176 专业组:500 (选考化学) 840,1176专业组:500(选考化学)840
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1177,999,不限选考科目,133,1177 专业组:999 (不限选考科目) 133,1177专业组:999(不限选考科目)133
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,49,1177,500,选考化学,971,1177 专业组:500 (选考化学) 971,1177专业组:500(选考化学)971
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1178,999,不限选考科目,30,1178 专业组:999 (不限选考科目) 30,1178专业组:999(不限选考科目)30
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1178,500,选考化学,40,1178 专业组:500 (选考化学) 40,1178专业组:500(选考化学)40
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,50,1179,999,不限选考科目,51,1179 专业组:999 (不限选考科目) 51,1179专业组:999(不限选考科目)51
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1179,500,选考化学,332,1179 专业组:500 (选考化学) 332,1179专业组:500(选考化学)332
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1181,999,不限选考科目,50,1181 专业组:999 (不限选考科目) 50,1181专业组:999(不限选考科目)50
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,51,1182,999,不限选考科目,25,1182 专业组:999 (不限选考科目) 25,1182专业组:999(不限选考科目)25
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,999,不限选考科目,20,1184 专业组:999 (不限选考科目) 20,1184专业组:999(不限选考科目)20
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,500,选考化学,1066,1184 专业组:500 (选考化学) 1066,1184专业组:500(选考化学)1066
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1184,600,选考生物学,183,1184 专业组:600 (选考生物学) 183,1184专业组:600(选考生物学)183
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1189,999,不限选考科目,885,1189 专业组:999 (不限选考科目) 885,1189专业组:999(不限选考科目)885
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,52,1189,500,选考化学,1045,1189 专业组:500 (选考化学) 1045,1189专业组:500(选考化学)1045
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,53,1190,999,不限选考科目,829,1190 专业组:999 (不限选考科目) 829,1190专业组:999(不限选考科目)829
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,53,1190,500,选考化学,2245,1190 专业组:500 (选考化学) 2245,1190专业组:500(选考化学)2245
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,1191,999,不限选考科目,2,1191 专业组:999 (不限选考科目) 2,1191专业组:999(不限选考科目)2
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2192,999,不限选考科目,67,2192 专业组:999 (不限选考科目) 67,2192专业组:999(不限选考科目)67
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2192,500,选考化学,26,2192 专业组:500 (选考化学) 26,2192专业组:500(选考化学)26
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,54,2193,500,选考化学,27,2193 专业组:500 (选考化学) 27,2193专业组:500(选考化学)27
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2194,500,选考化学,7,2194 专业组:500 (选考化学) 7,2194专业组:500(选考化学)7
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2195,999,不限选考科目,5,2195 专业组:999 (不限选考科目) 5,2195专业组:999(不限选考科目)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2195,500,选考化学,37,2195 专业组:500 (选考化学) 37,2195专业组:500(选考化学)37
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2196,500,选考化学,5,2196 专业组:500 (选考化学) 5,2196专业组:500(选考化学)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2197,999,不限选考科目,3,2197 专业组:999 (不限选考科目) 3,2197专业组:999(不限选考科目)3
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,55,2197,500,选考化学,50,2197 专业组:500 (选考化学) 50,2197专业组:500(选考化学)50
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,56,2198,999,不限选考科目,8,2198 专业组:999 (不限选考科目) 8,2198专业组:999(不限选考科目)8
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,56,2198,500,选考化学,35,2198 专业组:500 (选考化学) 35,2198专业组:500(选考化学)35
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,999,不限选考科目,14,2199 专业组:999 (不限选考科目) 14,2199专业组:999(不限选考科目)14
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,500,选考化学,58,2199 专业组:500 (选考化学) 58,2199专业组:500(选考化学)58
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2199,900,选考地理,9,2199 专业组:900 (选考地理) 9,2199专业组:900(选考地理)9
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2200,999,不限选考科目,6,2200 专业组:999 (不限选考科目) 6,2200专业组:999(不限选考科目)6
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,57,2200,500,选考化学,89,2200 专业组:500 (选考化学) 89,2200专业组:500(选考化学)89
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2201,500,选考化学,2,2201 专业组:500 (选考化学) 2,2201专业组:500(选考化学)2
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2202,999,不限选考科目,10,2202 专业组:999 (不限选考科目) 10,2202专业组:999(不限选考科目)10
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,58,2202,500,选考化学,107,2202 专业组:500 (选考化学) 107,2202专业组:500(选考化学)107
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2203,999,不限选考科目,5,2203 专业组:999 (不限选考科目) 5,2203专业组:999(不限选考科目)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2203,500,选考化学,17,2203 专业组:500 (选考化学) 17,2203专业组:500(选考化学)17
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2204,999,不限选考科目,7,2204 专业组:999 (不限选考科目) 7,2204专业组:999(不限选考科目)7
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2205,999,不限选考科目,10,2205 专业组:999 (不限选考科目) 10,2205专业组:999(不限选考科目)10
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2205,500,选考化学,30,2205 专业组:500 (选考化学) 30,2205专业组:500(选考化学)30
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2206,500,选考化学,67,2206 专业组:500 (选考化学) 67,2206专业组:500(选考化学)67
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,59,2207,999,不限选考科目,8,2207 专业组:999 (不限选考科目) 8,2207专业组:999(不限选考科目)8
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2207,500,选考化学,15,2207 专业组:500 (选考化学) 15,2207专业组:500(选考化学)15
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2208,500,选考化学,60,2208 专业组:500 (选考化学) 60,2208专业组:500(选考化学)60
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2210,999,不限选考科目,9,2210 专业组:999 (不限选考科目) 9,2210专业组:999(不限选考科目)9
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2210,500,选考化学,15,2210 专业组:500 (选考化学) 15,2210专业组:500(选考化学)15
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2211,500,选考化学,2,2211 专业组:500 (选考化学) 2,2211专业组:500(选考化学)2
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2213,500,选考化学,5,2213 专业组:500 (选考化学) 5,2213专业组:500(选考化学)5
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2214,999,不限选考科目,1,2214 专业组:999 (不限选考科目) 1,2214专业组:999(不限选考科目)1
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,60,2214,500,选考化学,4,2214 专业组:500 (选考化学) 4,2214专业组:500(选考化学)4
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2214,700,选考思想政治,1,2214 专业组:700 (选考思想政治) 1,2214专业组:700(选考思想政治)1
4.2025年福建省普通高校招生计划物理科目组-本科批.pdf,61,2215,999,不限选考科目,1,2215 专业组:999 (不限选考科目) 1,2215专业组:999(不限选考科目)1
