file,page,school_group,group_code,requirement,group_plan,major_code,raw,clean
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,500,选考化学,60,001,"001 刑事科学技术 四 23 5200 公安类专业面向福州生源招生,只招男生","001刑事科学技术四235200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,500,选考化学,60,002,"002 交通管理工程 四 19 5200 公安类专业面向福州生源招生,只招男生","002交通管理工程四195200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,500,选考化学,60,003,"003 网络安全与执法 四 10 5200 公安类专业面向福州生源招生,只招男生","003网络安全与执法四105200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,500,选考化学,60,004,"004 食品药品环境犯罪侦查技术 四 8 5200 公安类专业面向福州生源招生,只招男生","004食品药品环境犯罪侦查技术四85200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,005,"005 治安学 四 13 5200 公安类专业面向福州生源招生,只招男生","005治安学四135200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,006,"006 侦查学 四 14 5200 公安类专业面向福州生源招生,只招男生","006侦查学四145200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,007,"007 禁毒学 四 5 5200 公安类专业面向福州生源招生,只招男生","007禁毒学四55200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,008,"008 经济犯罪侦查 四 6 5200 公安类专业面向福州生源招生,只招男生","008经济犯罪侦查四65200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,009,"009 国内安全保卫 四 6 5200 公安类专业面向福州生源招生,只招男生","009国内安全保卫四65200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1009,700,选考思想政治,50,010,"010 警务指挥与战术 四 6 5200 公安类专业面向福州生源招生,只招男生","010警务指挥与战术四65200公安类专业面向福州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,500,选考化学,6,001,"001 刑事科学技术 四 2 5200 公安类专业面向福州生源招生,只招女生","001刑事科学技术四25200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,500,选考化学,6,002,"002 交通管理工程 四 2 5200 公安类专业面向福州生源招生,只招女生","002交通管理工程四25200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,500,选考化学,6,003,"003 网络安全与执法 四 1 5200 公安类专业面向福州生源招生,只招女生","003网络安全与执法四15200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,500,选考化学,6,004,"004 食品药品环境犯罪侦查技术 四 1 5200 公安类专业面向福州生源招生,只招女生","004食品药品环境犯罪侦查技术四15200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,700,选考思想政治,3,005,"005 治安学 四 1 5200 公安类专业面向福州生源招生,只招女生","005治安学四15200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,700,选考思想政治,3,006,"006 禁毒学 四 1 5200 公安类专业面向福州生源招生,只招女生","006禁毒学四15200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1010,700,选考思想政治,3,007,"007 经济犯罪侦查 四 1 5200 公安类专业面向福州生源招生,只招女生","007经济犯罪侦查四15200公安类专业面向福州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1011,500,选考化学,31,001,"001 刑事科学技术 四 12 5200 公安类专业面向龙岩生源招生,只招男生","001刑事科学技术四125200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1011,500,选考化学,31,002,"002 交通管理工程 四 10 5200 公安类专业面向龙岩生源招生,只招男生","002交通管理工程四105200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1011,500,选考化学,31,003,"003 网络安全与执法 四 5 5200 公安类专业面向龙岩生源招生,只招男生","003网络安全与执法四55200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,1,1011,500,选考化学,31,004,"004 食品药品环境犯罪侦查技术 四 4 5200 公安类专业面向龙岩生源招生,只招男生","004食品药品环境犯罪侦查技术四45200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,005,"005 治安学 四 7 5200 公安类专业面向龙岩生源招生,只招男生","005治安学四75200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,006,"006 侦查学 四 6 5200 公安类专业面向龙岩生源招生,只招男生","006侦查学四65200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,007,"007 禁毒学 四 3 5200 公安类专业面向龙岩生源招生,只招男生","007禁毒学四35200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,008,"008 经济犯罪侦查 四 3 5200 公安类专业面向龙岩生源招生,只招男生","008经济犯罪侦查四35200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,009,"009 国内安全保卫 四 3 5200 公安类专业面向龙岩生源招生,只招男生","009国内安全保卫四35200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1011,700,选考思想政治,24,010,"010 警务指挥与战术 四 2 5200 公安类专业面向龙岩生源招生,只招男生","010警务指挥与战术四25200公安类专业面向龙岩生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1012,500,选考化学,4,001,"001 刑事科学技术 四 2 5200 公安类专业面向龙岩生源招生,只招女生","001刑事科学技术四25200公安类专业面向龙岩生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1012,500,选考化学,4,002,"002 交通管理工程 四 1 5200 公安类专业面向龙岩生源招生,只招女生","002交通管理工程四15200公安类专业面向龙岩生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1012,500,选考化学,4,003,"003 网络安全与执法 四 1 5200 公安类专业面向龙岩生源招生,只招女生","003网络安全与执法四15200公安类专业面向龙岩生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,500,选考化学,28,001,"001 刑事科学技术 四 11 5200 公安类专业面向南平生源招生,只招男生","001刑事科学技术四115200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,500,选考化学,28,002,"002 交通管理工程 四 9 5200 公安类专业面向南平生源招生,只招男生","002交通管理工程四95200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,500,选考化学,28,003,"003 网络安全与执法 四 5 5200 公安类专业面向南平生源招生,只招男生","003网络安全与执法四55200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,500,选考化学,28,004,"004 食品药品环境犯罪侦查技术 四 3 5200 公安类专业面向南平生源招生,只招男生","004食品药品环境犯罪侦查技术四35200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,005,"005 治安学 四 6 5200 公安类专业面向南平生源招生,只招男生","005治安学四65200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,006,"006 侦查学 四 6 5200 公安类专业面向南平生源招生,只招男生","006侦查学四65200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,007,"007 禁毒学 四 3 5200 公安类专业面向南平生源招生,只招男生","007禁毒学四35200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,008,"008 经济犯罪侦查 四 3 5200 公安类专业面向南平生源招生,只招男生","008经济犯罪侦查四35200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,009,"009 国内安全保卫 四 3 5200 公安类专业面向南平生源招生,只招男生","009国内安全保卫四35200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1013,700,选考思想政治,24,010,"010 警务指挥与战术 四 3 5200 公安类专业面向南平生源招生,只招男生","010警务指挥与战术四35200公安类专业面向南平生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,500,选考化学,2,001,"001 刑事科学技术 四 1 5200 公安类专业面向南平生源招生,只招女生","001刑事科学技术四15200公安类专业面向南平生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,500,选考化学,2,002,"002 交通管理工程 四 1 5200 公安类专业面向南平生源招生,只招女生","002交通管理工程四15200公安类专业面向南平生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,700,选考思想政治,2,003,"003 治安学 四 1 5200 公安类专业面向南平生源招生,只招女生","003治安学四15200公安类专业面向南平生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1014,700,选考思想政治,2,004,"004 警务指挥与战术 四 1 5200 公安类专业面向南平生源招生,只招女生","004警务指挥与战术四15200公安类专业面向南平生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,500,选考化学,31,001,"001 刑事科学技术 四 12 5200 公安类专业面向宁德生源招生,只招男生","001刑事科学技术四125200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,500,选考化学,31,002,"002 交通管理工程 四 10 5200 公安类专业面向宁德生源招生,只招男生","002交通管理工程四105200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,500,选考化学,31,003,"003 网络安全与执法 四 5 5200 公安类专业面向宁德生源招生,只招男生","003网络安全与执法四55200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,500,选考化学,31,004,"004 食品药品环境犯罪侦查技术 四 4 5200 公安类专业面向宁德生源招生,只招男生","004食品药品环境犯罪侦查技术四45200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,005,"005 治安学 四 7 5200 公安类专业面向宁德生源招生,只招男生","005治安学四75200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,006,"006 侦查学 四 7 5200 公安类专业面向宁德生源招生,只招男生","006侦查学四75200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,007,"007 禁毒学 四 3 5200 公安类专业面向宁德生源招生,只招男生","007禁毒学四35200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,008,"008 经济犯罪侦查 四 3 5200 公安类专业面向宁德生源招生,只招男生","008经济犯罪侦查四35200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,009,"009 国内安全保卫 四 4 5200 公安类专业面向宁德生源招生,只招男生","009国内安全保卫四45200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,2,1015,700,选考思想政治,27,010,"010 警务指挥与战术 四 3 5200 公安类专业面向宁德生源招生,只招男生","010警务指挥与战术四35200公安类专业面向宁德生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,500,选考化学,4,001,"001 刑事科学技术 四 2 5200 公安类专业面向宁德生源招生,只招女生","001刑事科学技术四25200公安类专业面向宁德生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,500,选考化学,4,002,"002 交通管理工程 四 1 5200 公安类专业面向宁德生源招生,只招女生","002交通管理工程四15200公安类专业面向宁德生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,500,选考化学,4,003,"003 网络安全与执法 四 1 5200 公安类专业面向宁德生源招生,只招女生","003网络安全与执法四15200公安类专业面向宁德生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1016,700,选考思想政治,1,004,"004 治安学 四 1 5200 公安类专业面向宁德生源招生,只招女生","004治安学四15200公安类专业面向宁德生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1017,700,选考思想政治,1,001,"001 侦查学 四 1 5200 公安类专业面向平潭生源招生,只招男生","001侦查学四15200公安类专业面向平潭生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,500,选考化学,15,001,"001 刑事科学技术 四 6 5200 公安类专业面向莆田生源招生,只招男生","001刑事科学技术四65200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,500,选考化学,15,002,"002 交通管理工程 四 5 5200 公安类专业面向莆田生源招生,只招男生","002交通管理工程四55200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,500,选考化学,15,003,"003 网络安全与执法 四 2 5200 公安类专业面向莆田生源招生,只招男生","003网络安全与执法四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,500,选考化学,15,004,"004 食品药品环境犯罪侦查技术 四 2 5200 公安类专业面向莆田生源招生,只招男生","004食品药品环境犯罪侦查技术四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,005,"005 治安学 四 2 5200 公安类专业面向莆田生源招生,只招男生","005治安学四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,006,"006 侦查学 四 2 5200 公安类专业面向莆田生源招生,只招男生","006侦查学四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,007,"007 禁毒学 四 1 5200 公安类专业面向莆田生源招生,只招男生","007禁毒学四15200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,008,"008 经济犯罪侦查 四 2 5200 公安类专业面向莆田生源招生,只招男生","008经济犯罪侦查四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,009,"009 国内安全保卫 四 2 5200 公安类专业面向莆田生源招生,只招男生","009国内安全保卫四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1018,700,选考思想政治,11,010,"010 警务指挥与战术 四 2 5200 公安类专业面向莆田生源招生,只招男生","010警务指挥与战术四25200公安类专业面向莆田生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1019,500,选考化学,1,001,"001 交通管理工程 四 1 5200 公安类专业面向莆田生源招生,只招女生","001交通管理工程四15200公安类专业面向莆田生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,500,选考化学,37,001,"001 刑事科学技术 四 14 5200 公安类专业面向泉州生源招生,只招男生","001刑事科学技术四145200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,500,选考化学,37,002,"002 交通管理工程 四 12 5200 公安类专业面向泉州生源招生,只招男生","002交通管理工程四125200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,500,选考化学,37,003,"003 网络安全与执法 四 6 5200 公安类专业面向泉州生源招生,只招男生","003网络安全与执法四65200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,500,选考化学,37,004,"004 食品药品环境犯罪侦查技术 四 5 5200 公安类专业面向泉州生源招生,只招男生","004食品药品环境犯罪侦查技术四55200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,005,"005 治安学 四 7 5200 公安类专业面向泉州生源招生,只招男生","005治安学四75200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,006,"006 侦查学 四 7 5200 公安类专业面向泉州生源招生,只招男生","006侦查学四75200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,007,"007 禁毒学 四 3 5200 公安类专业面向泉州生源招生,只招男生","007禁毒学四35200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,008,"008 经济犯罪侦查 四 4 5200 公安类专业面向泉州生源招生,只招男生","008经济犯罪侦查四45200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,009,"009 国内安全保卫 四 4 5200 公安类专业面向泉州生源招生,只招男生","009国内安全保卫四45200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1020,700,选考思想政治,29,010,"010 警务指挥与战术 四 4 5200 公安类专业面向泉州生源招生,只招男生","010警务指挥与战术四45200公安类专业面向泉州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1021,500,选考化学,5,001,"001 刑事科学技术 四 2 5200 公安类专业面向泉州生源招生,只招女生","001刑事科学技术四25200公安类专业面向泉州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1021,500,选考化学,5,002,"002 交通管理工程 四 1 5200 公安类专业面向泉州生源招生,只招女生","002交通管理工程四15200公安类专业面向泉州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1021,500,选考化学,5,003,"003 网络安全与执法 四 1 5200 公安类专业面向泉州生源招生,只招女生","003网络安全与执法四15200公安类专业面向泉州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,3,1021,500,选考化学,5,004,"004 食品药品环境犯罪侦查技术 四 1 5200 公安类专业面向泉州生源招生,只招女生","004食品药品环境犯罪侦查技术四15200公安类专业面向泉州生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,500,选考化学,29,001,"001 刑事科学技术 四 11 5200 公安类专业面向三明生源招生,只招男生","001刑事科学技术四115200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,500,选考化学,29,002,"002 交通管理工程 四 10 5200 公安类专业面向三明生源招生,只招男生","002交通管理工程四105200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,500,选考化学,29,003,"003 网络安全与执法 四 4 5200 公安类专业面向三明生源招生,只招男生","003网络安全与执法四45200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,500,选考化学,29,004,"004 食品药品环境犯罪侦查技术 四 4 5200 公安类专业面向三明生源招生,只招男生","004食品药品环境犯罪侦查技术四45200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,005,"005 治安学 四 6 5200 公安类专业面向三明生源招生,只招男生","005治安学四65200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,006,"006 侦查学 四 5 5200 公安类专业面向三明生源招生,只招男生","006侦查学四55200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,007,"007 禁毒学 四 3 5200 公安类专业面向三明生源招生,只招男生","007禁毒学四35200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,008,"008 经济犯罪侦查 四 3 5200 公安类专业面向三明生源招生,只招男生","008经济犯罪侦查四35200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,009,"009 国内安全保卫 四 3 5200 公安类专业面向三明生源招生,只招男生","009国内安全保卫四35200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1022,700,选考思想政治,24,010,"010 警务指挥与战术 四 4 5200 公安类专业面向三明生源招生,只招男生","010警务指挥与战术四45200公安类专业面向三明生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1023,500,选考化学,5,001,"001 刑事科学技术 四 2 5200 公安类专业面向三明生源招生,只招女生","001刑事科学技术四25200公安类专业面向三明生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1023,500,选考化学,5,002,"002 交通管理工程 四 1 5200 公安类专业面向三明生源招生,只招女生","002交通管理工程四15200公安类专业面向三明生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1023,500,选考化学,5,003,"003 网络安全与执法 四 1 5200 公安类专业面向三明生源招生,只招女生","003网络安全与执法四15200公安类专业面向三明生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1023,500,选考化学,5,004,"004 食品药品环境犯罪侦查技术 四 1 5200 公安类专业面向三明生源招生,只招女生","004食品药品环境犯罪侦查技术四15200公安类专业面向三明生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1024,999,不限选考科目,61,001,"001 监狱学 四 61 4800 司法警察类专业,只招男生","001监狱学四614800司法警察类专业,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1025,999,不限选考科目,2,001,"001 监狱学 四 2 4800 司法警察类专业,只招女生","001监狱学四24800司法警察类专业,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,500,选考化学,25,001,"001 刑事科学技术 四 10 5200 公安类专业面向厦门生源招生,只招男生","001刑事科学技术四105200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,500,选考化学,25,002,"002 交通管理工程 四 8 5200 公安类专业面向厦门生源招生,只招男生","002交通管理工程四85200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,500,选考化学,25,003,"003 网络安全与执法 四 4 5200 公安类专业面向厦门生源招生,只招男生","003网络安全与执法四45200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,500,选考化学,25,004,"004 食品药品环境犯罪侦查技术 四 3 5200 公安类专业面向厦门生源招生,只招男生","004食品药品环境犯罪侦查技术四35200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,005,"005 治安学 四 5 5200 公安类专业面向厦门生源招生,只招男生","005治安学四55200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,006,"006 侦查学 四 5 5200 公安类专业面向厦门生源招生,只招男生","006侦查学四55200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,007,"007 禁毒学 四 2 5200 公安类专业面向厦门生源招生,只招男生","007禁毒学四25200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,008,"008 经济犯罪侦查 四 3 5200 公安类专业面向厦门生源招生,只招男生","008经济犯罪侦查四35200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,009,"009 国内安全保卫 四 2 5200 公安类专业面向厦门生源招生,只招男生","009国内安全保卫四25200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1026,700,选考思想政治,20,010,"010 警务指挥与战术 四 3 5200 公安类专业面向厦门生源招生,只招男生","010警务指挥与战术四35200公安类专业面向厦门生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,500,选考化学,2,001,"001 刑事科学技术 四 1 5200 公安类专业面向厦门生源招生,只招女生","001刑事科学技术四15200公安类专业面向厦门生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,500,选考化学,2,002,"002 交通管理工程 四 1 5200 公安类专业面向厦门生源招生,只招女生","002交通管理工程四15200公安类专业面向厦门生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,700,选考思想政治,2,003,"003 侦查学 四 1 5200 公安类专业面向厦门生源招生,只招女生","003侦查学四15200公安类专业面向厦门生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,4,1027,700,选考思想政治,2,004,"004 国内安全保卫 四 1 5200 公安类专业面向厦门生源招生,只招女生","004国内安全保卫四15200公安类专业面向厦门生源招生,只招女生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,500,选考化学,22,001,"001 刑事科学技术 四 9 5200 公安类专业面向漳州生源招生,只招男生","001刑事科学技术四95200公安类专业面向漳州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,500,选考化学,22,002,"002 交通管理工程 四 7 5200 公安类专业面向漳州生源招生,只招男生","002交通管理工程四75200公安类专业面向漳州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,500,选考化学,22,003,"003 网络安全与执法 四 3 5200 公安类专业面向漳州生源招生,只招男生","003网络安全与执法四35200公安类专业面向漳州生源招生,只招男生"
1.2025年福建省普通高校招生计划物理科目组-本科提前批.pdf,5,1028,500,选考化学,22,004,"004 食品药品环境犯罪侦查技术 四 3 5200 公安类专业面向漳州生源招生,只招男生","004食品药品环境犯罪侦查技术四35200公安类专业面向漳州生源招生,只招男生"
